occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology,accountability_responsibility
19-2011,0.7467700258397932,0.4186046511627907,0.1640826873385013,0.9580103359173127,0.9483204134366925,0.029069767441860465
19-2012,0.7312661498708011,0.3817829457364341,0.1343669250645995,0.9857881136950905,0.9870801033591732,0.10852713178294573
19-2021,0.5852713178294574,0.4560723514211886,0.09948320413436693,0.7370801033591732,0.9102067183462532,0.187984496124031
19-2031,0.7487080103359173,0.17054263565891473,0.520671834625323,0.6227390180878553,0.7009043927648578,0.5794573643410853
19-2032,0.6937984496124031,0.3062015503875969,0.25193798449612403,0.8372093023255814,0.8217054263565892,0.3669250645994832
19-2041,0.7131782945736435,0.5064599483204134,0.15762273901808785,0.7312661498708011,0.8901808785529716,0.12661498708010335
19-2042,0.7648578811369509,0.49224806201550386,0.32170542635658916,0.849483204134367,0.8436692506459949,0.19121447028423771
19-2043,0.6731266149870802,0.4095607235142119,0.3992248062015504,0.8410852713178295,0.8953488372093024,0.14534883720930233
19-2099,0.8333333333333334,0.30103359173126615,0.25452196382428943,0.9018087855297158,0.975452196382429,0.19444444444444445
19-3011,0.5930232558139535,0.27906976744186046,0.0012919896640826874,0.851421188630491,0.8772609819121447,0.10465116279069768
19-3022,0.937984496124031,0.5439276485788114,0.05167958656330749,0.8023255813953488,0.958656330749354,0.39147286821705424
19-3032,0.877906976744186,0.6498708010335917,0.00516795865633075,0.9366925064599483,0.9496124031007752,0.6330749354005168
19-3033,0.9838501291989664,0.9263565891472868,0.006459948320413436,0.8901808785529716,0.3856589147286822,0.7784237726098191
19-3034,0.646640826873385,0.6763565891472868,0.021963824289405683,0.6059431524547804,0.38113695090439276,0.18410852713178294
19-3039,0.9883720930232558,0.9366925064599483,0.21124031007751937,0.665374677002584,0.7235142118863049,0.43410852713178294
19-3041,0.8397932816537468,0.6589147286821705,0.00904392764857881,0.8462532299741602,0.7667958656330749,0.021963824289405683
19-3051,0.686046511627907,0.8391472868217055,0.01937984496124031,0.8959948320413437,0.6698966408268734,0.07751937984496124
19-3091,0.9715762273901809,0.6072351421188631,0.24483204134366926,0.8914728682170543,0.6266149870801033,0.06718346253229975
19-3092,0.8036175710594315,0.5083979328165374,0.13695090439276486,0.7816537467700259,0.8662790697674418,0.01808785529715762
19-3093,0.9031007751937985,0.5155038759689923,0.12209302325581395,0.563953488372093,0.5749354005167958,0.13695090439276486
19-3094,0.7364341085271318,0.5264857881136951,0.01744186046511628,0.8055555555555556,0.5807493540051679,0.05813953488372093
19-3099,0.7887596899224806,0.6731266149870802,0.05813953488372093,0.9580103359173127,0.8843669250645995,0.12403100775193798
19-4012,0.5297157622739018,0.458656330749354,0.6537467700258398,0.5917312661498708,0.6007751937984496,0.36304909560723514
19-4013,0.7571059431524548,0.20219638242894056,0.39018087855297157,0.2441860465116279,0.5025839793281653,0.541343669250646
19-4021,0.6065891472868217,0.15051679586563307,0.5193798449612403,0.5303617571059431,0.7952196382428941,0.08914728682170543
19-4031,0.8178294573643411,0.1124031007751938,0.6518087855297158,0.45219638242894056,0.7338501291989664,0.7538759689922481
19-4042,0.8552971576227391,0.481266149870801,0.5090439276485789,0.44315245478036175,0.5878552971576227,0.39147286821705424
19-4043,0.5568475452196382,0.12467700258397933,0.5322997416020672,0.3733850129198966,0.772609819121447,0.4108527131782946
19-4051,0.6705426356589147,0.20025839793281655,0.5878552971576227,0.4198966408268734,0.5943152454780362,0.8255813953488372
19-4061,0.7848837209302325,0.30426356589147285,0.07622739018087855,0.5697674418604651,0.9431524547803618,0.03682170542635659
19-4071,0.4483204134366925,0.7164082687338501,0.7674418604651163,0.5768733850129198,0.7512919896640827,0.8165374677002584
19-4092,0.9289405684754521,0.7622739018087855,0.5310077519379846,0.39276485788113696,0.46124031007751937,0.9069767441860465
19-4099,0.5742894056847545,0.07816537467700259,0.42248062015503873,0.5768733850129198,0.8824289405684754,0.3708010335917313
19-5011,0.9599483204134367,0.7428940568475452,0.41214470284237725,0.627906976744186,0.8204134366925064,0.751937984496124
19-5012,0.8074935400516796,0.5697674418604651,0.3798449612403101,0.6369509043927648,0.8107235142118863,0.872093023255814
21-1011,0.9502583979328165,0.9496124031007752,0.28165374677002586,0.8055555555555556,0.8268733850129198,0.21511627906976744
21-1012,0.8630490956072352,0.9476744186046512,0.030361757105943153,0.789405684754522,0.6195090439276486,0.6369509043927648
21-1013,0.9677002583979328,0.9612403100775194,0.046511627906976744,0.8552971576227391,0.4444444444444444,0.3798449612403101
21-1014,0.9948320413436692,0.9987080103359173,0.1111111111111111,0.9263565891472868,0.5025839793281653,0.7396640826873385
21-1015,0.8688630490956072,0.9224806201550387,0.17054263565891473,0.6944444444444444,0.5645994832041343,0.35594315245478036
21-1021,0.9819121447028424,0.9961240310077519,0.20025839793281655,0.7655038759689923,0.6065891472868217,0.7583979328165374
21-1022,0.8475452196382429,0.9909560723514211,0.18733850129198967,0.7629198966408268,0.5452196382428941,0.4392764857881137
21-1023,0.8979328165374677,0.9444444444444444,0.15633074935400518,0.9457364341085271,0.6815245478036176,0.3669250645994832
21-1091,0.9127906976744186,0.9883720930232558,0.330749354005168,0.853359173126615,0.6195090439276486,0.4186046511627907
21-1092,0.8688630490956072,0.8669250645994832,0.3281653746770026,0.4754521963824289,0.6156330749354005,0.810077519379845
21-1093,0.9315245478036176,0.9076227390180879,0.24741602067183463,0.7054263565891473,0.6350129198966409,0.3817829457364341
21-1094,0.9612403100775194,1.0,0.46770025839793283,0.6963824289405685,0.6498708010335917,0.34108527131782945
21-2011,0.5277777777777778,0.875968992248062,0.08785529715762273,0.9405684754521964,0.34108527131782945,0.5303617571059431
21-2021,0.6782945736434108,0.9806201550387597,0.17183462532299743,0.8837209302325582,0.7067183462532299,0.015503875968992248
23-1011,0.9534883720930233,0.8191214470284238,0.08010335917312661,0.9328165374677002,0.5109819121447028,0.9024547803617571
23-1012,0.5219638242894057,0.146640826873385,0.03229974160206718,0.5038759689922481,0.5348837209302325,0.6821705426356589
23-1021,0.9334625322997416,0.6563307493540051,0.10594315245478036,0.4689922480620155,0.4186046511627907,0.5697674418604651
23-1022,0.7512919896640827,0.3281653746770026,0.03875968992248062,0.6731266149870802,0.3210594315245478,0.47997416020671835
23-1023,0.9412144702842378,0.7351421188630491,0.011627906976744186,0.5264857881136951,0.39018087855297157,0.9354005167958657
23-2011,0.979328165374677,0.5813953488372093,0.1298449612403101,0.3165374677002584,0.770671834625323,0.5200258397932817
23-2093,0.7532299741602068,0.25,0.15891472868217055,0.1124031007751938,0.4418604651162791,0.8145994832041343
25-1011,0.582687338501292,0.6059431524547804,0.07881136950904392,0.7093023255813954,0.727390180878553,0.09883720930232558
25-1021,0.7344961240310077,0.5400516795865633,0.165374677002584,0.8217054263565892,0.9677002583979328,0.0917312661498708
25-1022,0.6666666666666666,0.4412144702842377,0.06201550387596899,0.7202842377260982,0.6472868217054264,0.012919896640826873
25-1031,0.7848837209302325,0.7532299741602068,0.17571059431524547,0.9121447028423773,0.8624031007751938,0.059431524547803614
25-1032,0.6589147286821705,0.3456072351421189,0.14857881136950904,0.9037467700258398,0.8333333333333334,0.22286821705426357
25-1041,0.9108527131782945,0.7997416020671835,0.355297157622739,0.8165374677002584,0.6472868217054264,0.3385012919896641
25-1042,0.875968992248062,0.458656330749354,0.19509043927648578,0.8746770025839793,0.6750645994832042,0.29457364341085274
25-1043,0.9082687338501292,0.5910852713178295,0.2364341085271318,0.8410852713178295,0.8624031007751938,0.3817829457364341
25-1051,0.7596899224806202,0.560077519379845,0.16925064599483206,0.7370801033591732,0.8294573643410853,0.2454780361757106
25-1052,0.8133074935400517,0.4315245478036176,0.18604651162790697,0.7299741602067183,0.8527131782945736,0.4728682170542636
25-1053,0.6976744186046512,0.5174418604651163,0.16795865633074936,0.7609819121447028,0.5290697674418605,0.19121447028423771
25-1054,0.770671834625323,0.5678294573643411,0.31718346253229973,0.8217054263565892,0.8417312661498708,0.1789405684754522
25-1061,0.9987080103359173,0.7803617571059431,0.2157622739018088,0.9211886304909561,0.689922480620155,0.04521963824289406
25-1062,0.8501291989664083,0.6524547803617571,0.03359173126614987,0.8333333333333334,0.7512919896640827,0.20025839793281655
25-1063,0.5691214470284238,0.3365633074935401,0.08204134366925064,0.7984496124031008,0.8036175710594315,0.08591731266149871
25-1064,0.7932816537467701,0.6111111111111112,0.06847545219638243,0.8023255813953488,0.9186046511627907,0.03682170542635659
25-1065,0.6395348837209303,0.4134366925064599,0.003875968992248062,0.7629198966408268,0.4082687338501292,0.046511627906976744
25-1066,0.8947028423772609,0.872093023255814,0.060723514211886306,0.772609819121447,0.7906976744186046,0.16472868217054262
25-1067,0.7487080103359173,0.4935400516795866,0.020671834625323,0.8217054263565892,0.6266149870801033,0.11757105943152454
25-1071,0.772609819121447,0.7784237726098191,0.36046511627906974,0.7926356589147286,0.5807493540051679,0.5348837209302325
25-1072,0.9450904392764858,0.9341085271317829,0.38695090439276486,0.7403100775193798,0.8888888888888888,0.8307493540051679
25-1081,0.8229974160206718,0.5626614987080103,0.1020671834625323,0.7777777777777778,0.5839793281653747,0.417312661498708
25-1082,0.7990956072351422,0.5264857881136951,0.06718346253229975,0.7493540051679587,0.8804909560723514,0.13242894056847546
25-1111,0.9334625322997416,0.5729974160206718,0.0710594315245478,0.7558139534883721,0.5678294573643411,0.332687338501292
25-1112,0.6763565891472868,0.4263565891472868,0.028423772609819122,0.7713178294573644,0.5852713178294574,0.374031007751938
25-1113,0.8856589147286822,0.7855297157622739,0.06330749354005168,0.8443152454780362,0.8456072351421189,0.20478036175710596
25-1121,0.7622739018087855,0.8294573643410853,0.3475452196382429,0.9806201550387597,0.46963824289405687,0.04392764857881137
25-1122,0.9198966408268734,0.6841085271317829,0.09689922480620156,0.8081395348837209,0.7441860465116279,0.20025839793281655
25-1123,0.958656330749354,0.6046511627906976,0.05426356589147287,0.8869509043927648,0.5064599483204134,0.03229974160206718
25-1124,0.5904392764857881,0.42248062015503873,0.030361757105943153,0.7351421188630491,0.7764857881136951,0.031007751937984496
25-1125,0.9554263565891473,0.49870801033591733,0.007751937984496124,0.8023255813953488,0.3210594315245478,0.15051679586563307
25-1126,0.7009043927648578,0.6085271317829457,0.04780361757105943,0.7448320413436692,0.6589147286821705,0.3016795865633075
25-1192,0.6272609819121447,0.5755813953488372,0.12790697674418605,0.6472868217054264,0.6698966408268734,0.22286821705426357
25-1193,0.8372093023255814,0.772609819121447,0.2041343669250646,0.727390180878553,0.5452196382428941,0.5962532299741602
25-1194,0.686046511627907,0.7338501291989664,0.562015503875969,0.5613695090439277,0.47997416020671835,0.23320413436692505
25-2011,0.2971576227390181,0.7060723514211886,0.36627906976744184,0.8927648578811369,0.11498708010335917,0.48643410852713176
25-2012,0.4974160206718346,0.8094315245478036,0.32041343669250644,0.9347545219638242,0.3649870801033592,0.27002583979328165
25-2021,0.6763565891472868,0.8546511627906976,0.2751937984496124,0.9431524547803618,0.770671834625323,0.20478036175710596
25-2022,0.8333333333333334,0.8636950904392765,0.19121447028423771,0.8733850129198967,0.46124031007751937,0.07299741602067183
25-2023,0.7848837209302325,0.7325581395348837,0.35012919896640826,0.834625322997416,0.7338501291989664,0.38824289405684753
25-2031,0.7416020671834626,0.8281653746770026,0.2280361757105943,0.8785529715762274,0.6602067183462532,0.17054263565891473
25-2032,0.8979328165374677,0.9018087855297158,0.5717054263565892,0.9528423772609819,0.7131782945736435,0.4941860465116279
25-2051,0.8074935400516796,0.8204134366925064,0.35658914728682173,0.6414728682170543,0.603359173126615,0.25516795865633074
25-2056,0.7028423772609819,0.8468992248062015,0.2616279069767442,0.8869509043927648,0.5943152454780362,0.22674418604651161
25-2057,0.6227390180878553,0.7583979328165374,0.20025839793281655,0.6569767441860465,0.4528423772609819,0.17183462532299743
25-2058,0.8856589147286822,0.8708010335917312,0.27906976744186046,0.8591731266149871,0.7667958656330749,0.5594315245478036
25-2059,0.7441860465116279,0.8023255813953488,0.6007751937984496,0.8372093023255814,0.35594315245478036,0.15051679586563307
25-3011,0.6117571059431525,0.4909560723514212,0.10077519379844961,0.8268733850129198,0.47416020671834624,0.15374677002583978
